Sample no,Year,barangay,sex,age,disease,cases
12470,2018,Maahas,female,45-49,N39,0
12471,2018,Maahas,male,50-54,N39,0
12472,2018,Maahas,female,50-54,N39,1
12473,2018,Maahas,male,55-59,N39,0
12474,2018,Maahas,female,55-59,N39,0
12475,2018,Maahas,male,60-64,N39,0
12476,2018,Maahas,female,60-64,N39,0
12477,2018,Maahas,male,65-69,N39,0
12478,2018,Maahas,female,65-69,N39,0
12479,2018,Maahas,male,70 Above,N39,0
12480,2018,Maahas,female,70 Above,N39,1
12481,2018,Maahas,male,under 1,R42,0
12482,2018,Maahas,female,under 1,R42,0
12483,2018,Maahas,male,1-4,R42,0
12484,2018,Maahas,female,1-4,R42,0
12485,2018,Maahas,male,5-9,R42,0
12486,2018,Maahas,female,5-9,R42,0
12487,2018,Maahas,male,10-14,R42,0
12488,2018,Maahas,female,10-14,R42,0
12489,2018,Maahas,male,15-19,R42,0
12490,2018,Maahas,female,15-19,R42,0
12491,2018,Maahas,male,20-24,R42,0
12492,2018,Maahas,female,20-24,R42,3
12493,2018,Maahas,male,25-29,R42,1
12494,2018,Maahas,female,25-29,R42,6
12495,2018,Maahas,male,30-34,R42,0
12496,2018,Maahas,female,30-34,R42,2
12497,2018,Maahas,male,35-39,R42,0
12498,2018,Maahas,female,35-39,R42,0
12499,2018,Maahas,male,40-44,R42,1
12500,2018,Maahas,female,40-44,R42,3
12501,2018,Maahas,male,45-49,R42,0
12502,2018,Maahas,female,45-49,R42,1
12503,2018,Maahas,male,50-54,R42,0
12504,2018,Maahas,female,50-54,R42,0
12505,2018,Maahas,male,55-59,R42,0
12506,2018,Maahas,female,55-59,R42,0
12507,2018,Maahas,male,60-64,R42,0
12508,2018,Maahas,female,60-64,R42,0
12509,2018,Maahas,male,65-69,R42,0
12510,2018,Maahas,female,65-69,R42,0
12511,2018,Maahas,male,70 Above,R42,0
12512,2018,Maahas,female,70 Above,R42,0
12513,2018,Maahas,male,under 1,B86,1
12514,2018,Maahas,female,under 1,B86,0
12515,2018,Maahas,male,1-4,B86,10
12516,2018,Maahas,female,1-4,B86,2
12517,2018,Maahas,male,5-9,B86,2
12518,2018,Maahas,female,5-9,B86,0
12519,2018,Maahas,male,10-14,B86,1
12520,2018,Maahas,female,10-14,B86,0
12521,2018,Maahas,male,15-19,B86,0
12522,2018,Maahas,female,15-19,B86,0
12523,2018,Maahas,male,20-24,B86,0
12524,2018,Maahas,female,20-24,B86,0
12525,2018,Maahas,male,25-29,B86,0
12526,2018,Maahas,female,25-29,B86,0
12527,2018,Maahas,male,30-34,B86,0
12528,2018,Maahas,female,30-34,B86,0
12529,2018,Maahas,male,35-39,B86,0
12530,2018,Maahas,female,35-39,B86,0
12531,2018,Maahas,male,40-44,B86,0
12532,2018,Maahas,female,40-44,B86,0
12533,2018,Maahas,male,45-49,B86,0
12534,2018,Maahas,female,45-49,B86,0
12535,2018,Maahas,male,50-54,B86,0
12536,2018,Maahas,female,50-54,B86,0
12537,2018,Maahas,male,55-59,B86,0
12538,2018,Maahas,female,55-59,B86,0
12539,2018,Maahas,male,60-64,B86,0
12540,2018,Maahas,female,60-64,B86,0
12541,2018,Maahas,male,65-69,B86,0
12542,2018,Maahas,female,65-69,B86,0
12543,2018,Maahas,male,70 Above,B86,0
12544,2018,Maahas,female,70 Above,B86,0
12545,2018,Maahas,male,under 1,T01,0
12546,2018,Maahas,female,under 1,T01,0
12547,2018,Maahas,male,1-4,T01,1
12548,2018,Maahas,female,1-4,T01,0
12549,2018,Maahas,male,5-9,T01,4
12550,2018,Maahas,female,5-9,T01,0
12551,2018,Maahas,male,10-14,T01,1
12552,2018,Maahas,female,10-14,T01,2
12553,2018,Maahas,male,15-19,T01,2
12554,2018,Maahas,female,15-19,T01,0
12555,2018,Maahas,male,20-24,T01,4
12556,2018,Maahas,female,20-24,T01,0
12557,2018,Maahas,male,25-29,T01,0
12558,2018,Maahas,female,25-29,T01,0
12559,2018,Maahas,male,30-34,T01,0
12560,2018,Maahas,female,30-34,T01,0
12561,2018,Maahas,male,35-39,T01,0
12562,2018,Maahas,female,35-39,T01,0
12563,2018,Maahas,male,40-44,T01,0
12564,2018,Maahas,female,40-44,T01,0
12565,2018,Maahas,male,45-49,T01,0
12566,2018,Maahas,female,45-49,T01,1
12567,2018,Maahas,male,50-54,T01,0
12568,2018,Maahas,female,50-54,T01,0
12569,2018,Maahas,male,55-59,T01,0
12570,2018,Maahas,female,55-59,T01,0
12571,2018,Maahas,male,60-64,T01,0
12572,2018,Maahas,female,60-64,T01,0
12573,2018,Maahas,male,65-69,T01,0
12574,2018,Maahas,female,65-69,T01,0
12575,2018,Maahas,male,70 Above,T01,0
12576,2018,Maahas,female,70 Above,T01,0
12577,2018,Maahas,male,under 1,R10,0
12578,2018,Maahas,female,under 1,R10,0
12579,2018,Maahas,male,1-4,R10,0
12580,2018,Maahas,female,1-4,R10,0
12581,2018,Maahas,male,5-9,R10,0
12582,2018,Maahas,female,5-9,R10,0
12583,2018,Maahas,male,10-14,R10,1
12584,2018,Maahas,female,10-14,R10,0
12585,2018,Maahas,male,15-19,R10,0
12586,2018,Maahas,female,15-19,R10,2
12587,2018,Maahas,male,20-24,R10,0
12588,2018,Maahas,female,20-24,R10,1
12589,2018,Maahas,male,25-29,R10,2
12590,2018,Maahas,female,25-29,R10,0
12591,2018,Maahas,male,30-34,R10,1
12592,2018,Maahas,female,30-34,R10,0
12593,2018,Maahas,male,35-39,R10,2
12594,2018,Maahas,female,35-39,R10,0
12595,2018,Maahas,male,40-44,R10,0
12596,2018,Maahas,female,40-44,R10,1
12597,2018,Maahas,male,45-49,R10,0
12598,2018,Maahas,female,45-49,R10,0
12599,2018,Maahas,male,50-54,R10,1
12600,2018,Maahas,female,50-54,R10,1
12601,2018,Maahas,male,55-59,R10,0
12602,2018,Maahas,female,55-59,R10,1
12603,2018,Maahas,male,60-64,R10,0
12604,2018,Maahas,female,60-64,R10,0
12605,2018,Maahas,male,65-69,R10,0
12606,2018,Maahas,female,65-69,R10,1
12607,2018,Maahas,male,70 Above,R10,0
12608,2018,Maahas,female,70 Above,R10,0
12609,2018,Maahas,male,under 1,A16,0
12610,2018,Maahas,female,under 1,A16,0
12611,2018,Maahas,male,1-4,A16,0
12612,2018,Maahas,female,1-4,A16,0
12613,2018,Maahas,male,5-9,A16,0
12614,2018,Maahas,female,5-9,A16,0
12615,2018,Maahas,male,10-14,A16,1
12616,2018,Maahas,female,10-14,A16,1
12617,2018,Maahas,male,15-19,A16,0
12618,2018,Maahas,female,15-19,A16,0
12619,2018,Maahas,male,20-24,A16,0
12620,2018,Maahas,female,20-24,A16,1
12621,2018,Maahas,male,25-29,A16,1
12622,2018,Maahas,female,25-29,A16,0
12623,2018,Maahas,male,30-34,A16,1
12624,2018,Maahas,female,30-34,A16,0
12625,2018,Maahas,male,35-39,A16,0
12626,2018,Maahas,female,35-39,A16,0
12627,2018,Maahas,male,40-44,A16,0
12628,2018,Maahas,female,40-44,A16,0
12629,2018,Maahas,male,45-49,A16,0
12630,2018,Maahas,female,45-49,A16,0
12631,2018,Maahas,male,50-54,A16,1
12632,2018,Maahas,female,50-54,A16,1
12633,2018,Maahas,male,55-59,A16,1
12634,2018,Maahas,female,55-59,A16,1
12635,2018,Maahas,male,60-64,A16,1
12636,2018,Maahas,female,60-64,A16,0
12637,2018,Maahas,male,65-69,A16,1
12638,2018,Maahas,female,65-69,A16,1
12639,2018,Maahas,male,70 Above,A16,1
12640,2018,Maahas,female,70 Above,A16,0
12641,2018,Maahas,male,under 1,J30,4
12642,2018,Maahas,female,under 1,J30,0
12643,2018,Maahas,male,1-4,J30,3
12644,2018,Maahas,female,1-4,J30,0
12645,2018,Maahas,male,5-9,J30,1
12646,2018,Maahas,female,5-9,J30,1
12647,2018,Maahas,male,10-14,J30,0
12648,2018,Maahas,female,10-14,J30,0
12649,2018,Maahas,male,15-19,J30,1
12650,2018,Maahas,female,15-19,J30,0
12651,2018,Maahas,male,20-24,J30,1
12652,2018,Maahas,female,20-24,J30,0
12653,2018,Maahas,male,25-29,J30,0
12654,2018,Maahas,female,25-29,J30,0
12655,2018,Maahas,male,30-34,J30,0
12656,2018,Maahas,female,30-34,J30,2
12657,2018,Maahas,male,35-39,J30,0
12658,2018,Maahas,female,35-39,J30,0
12659,2018,Maahas,male,40-44,J30,0
12660,2018,Maahas,female,40-44,J30,0
12661,2018,Maahas,male,45-49,J30,0
12662,2018,Maahas,female,45-49,J30,0
12663,2018,Maahas,male,50-54,J30,0
12664,2018,Maahas,female,50-54,J30,0
12665,2018,Maahas,male,55-59,J30,0
12666,2018,Maahas,female,55-59,J30,0
12667,2018,Maahas,male,60-64,J30,0
12668,2018,Maahas,female,60-64,J30,0
12669,2018,Maahas,male,65-69,J30,0
12670,2018,Maahas,female,65-69,J30,0
12671,2018,Maahas,male,70 Above,J30,0
12672,2018,Maahas,female,70 Above,J30,0
12673,2018,Malinta,male,under 1,J06,81
12674,2018,Malinta,female,under 1,J06,68
12675,2018,Malinta,male,1-4,J06,214
12676,2018,Malinta,female,1-4,J06,199
12677,2018,Malinta,male,5-9,J06,157
12678,2018,Malinta,female,5-9,J06,130
12679,2018,Malinta,male,10-14,J06,62
12680,2018,Malinta,female,10-14,J06,57
12681,2018,Malinta,male,15-19,J06,17
12682,2018,Malinta,female,15-19,J06,22
12683,2018,Malinta,male,20-24,J06,28
12684,2018,Malinta,female,20-24,J06,40
12685,2018,Malinta,male,25-29,J06,13
12686,2018,Malinta,female,25-29,J06,29
12687,2018,Malinta,male,30-34,J06,41
12688,2018,Malinta,female,30-34,J06,30
12689,2018,Malinta,male,35-39,J06,51
12690,2018,Malinta,female,35-39,J06,28
12691,2018,Malinta,male,40-44,J06,51
12692,2018,Malinta,female,40-44,J06,42
12693,2018,Malinta,male,45-49,J06,7
12694,2018,Malinta,female,45-49,J06,17
12695,2018,Malinta,male,50-54,J06,7
12696,2018,Malinta,female,50-54,J06,15
12697,2018,Malinta,male,55-59,J06,5
12698,2018,Malinta,female,55-59,J06,23
12699,2018,Malinta,male,60-64,J06,6
12700,2018,Malinta,female,60-64,J06,11
12701,2018,Malinta,male,65-69,J06,14
12702,2018,Malinta,female,65-69,J06,30
12703,2018,Malinta,male,70 Above,J06,2
12704,2018,Malinta,female,70 Above,J06,10
12705,2018,Malinta,male,under 1,T79,3
12706,2018,Malinta,female,under 1,T79,3
12707,2018,Malinta,male,1-4,T79,25
12708,2018,Malinta,female,1-4,T79,18
12709,2018,Malinta,male,5-9,T79,30
12710,2018,Malinta,female,5-9,T79,23
12711,2018,Malinta,male,10-14,T79,9
12712,2018,Malinta,female,10-14,T79,5
12713,2018,Malinta,male,15-19,T79,1
12714,2018,Malinta,female,15-19,T79,3
12715,2018,Malinta,male,20-24,T79,3
12716,2018,Malinta,female,20-24,T79,2
12717,2018,Malinta,male,25-29,T79,3
12718,2018,Malinta,female,25-29,T79,1
12719,2018,Malinta,male,30-34,T79,4
12720,2018,Malinta,female,30-34,T79,2
12721,2018,Malinta,male,35-39,T79,2
12722,2018,Malinta,female,35-39,T79,3
12723,2018,Malinta,male,40-44,T79,2
12724,2018,Malinta,female,40-44,T79,2
12725,2018,Malinta,male,45-49,T79,0
12726,2018,Malinta,female,45-49,T79,6
12727,2018,Malinta,male,50-54,T79,2
12728,2018,Malinta,female,50-54,T79,3
12729,2018,Malinta,male,55-59,T79,1
12730,2018,Malinta,female,55-59,T79,1
12731,2018,Malinta,male,60-64,T79,1
12732,2018,Malinta,female,60-64,T79,0
12733,2018,Malinta,male,65-69,T79,4
12734,2018,Malinta,female,65-69,T79,1
12735,2018,Malinta,male,70 Above,T79,0
12736,2018,Malinta,female,70 Above,T79,2
12737,2018,Malinta,male,under 1,J22,11
12738,2018,Malinta,female,under 1,J22,9
12739,2018,Malinta,male,1-4,J22,26
12740,2018,Malinta,female,1-4,J22,18
12741,2018,Malinta,male,5-9,J22,7
12742,2018,Malinta,female,5-9,J22,8
12743,2018,Malinta,male,10-14,J22,6
12744,2018,Malinta,female,10-14,J22,4
12745,2018,Malinta,male,15-19,J22,3
12746,2018,Malinta,female,15-19,J22,2
12747,2018,Malinta,male,20-24,J22,0
12748,2018,Malinta,female,20-24,J22,5
12749,2018,Malinta,male,25-29,J22,0
12750,2018,Malinta,female,25-29,J22,5
12751,2018,Malinta,male,30-34,J22,0
12752,2018,Malinta,female,30-34,J22,2
12753,2018,Malinta,male,35-39,J22,1
12754,2018,Malinta,female,35-39,J22,1
12755,2018,Malinta,male,40-44,J22,0
12756,2018,Malinta,female,40-44,J22,2
12757,2018,Malinta,male,45-49,J22,0
12758,2018,Malinta,female,45-49,J22,3
12759,2018,Malinta,male,50-54,J22,2
12760,2018,Malinta,female,50-54,J22,3
12761,2018,Malinta,male,55-59,J22,2
12762,2018,Malinta,female,55-59,J22,2
12763,2018,Malinta,male,60-64,J22,1
12764,2018,Malinta,female,60-64,J22,1
12765,2018,Malinta,male,65-69,J22,5
12766,2018,Malinta,female,65-69,J22,6
12767,2018,Malinta,male,70 Above,J22,1
12768,2018,Malinta,female,70 Above,J22,4
12769,2018,Malinta,male,under 1,J45,3
12770,2018,Malinta,female,under 1,J45,5
12771,2018,Malinta,male,1-4,J45,16
12772,2018,Malinta,female,1-4,J45,14
12773,2018,Malinta,male,5-9,J45,15
12774,2018,Malinta,female,5-9,J45,9
12775,2018,Malinta,male,10-14,J45,5
12776,2018,Malinta,female,10-14,J45,3
12777,2018,Malinta,male,15-19,J45,2
12778,2018,Malinta,female,15-19,J45,1
12779,2018,Malinta,male,20-24,J45,0
12780,2018,Malinta,female,20-24,J45,5
12781,2018,Malinta,male,25-29,J45,0
12782,2018,Malinta,female,25-29,J45,0
12783,2018,Malinta,male,30-34,J45,3
12784,2018,Malinta,female,30-34,J45,7
12785,2018,Malinta,male,35-39,J45,0
12786,2018,Malinta,female,35-39,J45,2
12787,2018,Malinta,male,40-44,J45,0
12788,2018,Malinta,female,40-44,J45,2
12789,2018,Malinta,male,45-49,J45,1
12790,2018,Malinta,female,45-49,J45,2
12791,2018,Malinta,male,50-54,J45,4
12792,2018,Malinta,female,50-54,J45,2
12793,2018,Malinta,male,55-59,J45,0
12794,2018,Malinta,female,55-59,J45,2
12795,2018,Malinta,male,60-64,J45,0
12796,2018,Malinta,female,60-64,J45,0
12797,2018,Malinta,male,65-69,J45,7
12798,2018,Malinta,female,65-69,J45,2
12799,2018,Malinta,male,70 Above,J45,1
12800,2018,Malinta,female,70 Above,J45,0
12801,2018,Malinta,male,under 1,E14,0
12802,2018,Malinta,female,under 1,E14,0
12803,2018,Malinta,male,1-4,E14,0
12804,2018,Malinta,female,1-4,E14,0
12805,2018,Malinta,male,5-9,E14,0
12806,2018,Malinta,female,5-9,E14,0
12807,2018,Malinta,male,10-14,E14,0
12808,2018,Malinta,female,10-14,E14,0
12809,2018,Malinta,male,15-19,E14,81
12810,2018,Malinta,female,15-19,E14,0
12811,2018,Malinta,male,20-24,E14,0
12812,2018,Malinta,female,20-24,E14,0
12813,2018,Malinta,male,25-29,E14,0
12814,2018,Malinta,female,25-29,E14,0
12815,2018,Malinta,male,30-34,E14,0
12816,2018,Malinta,female,30-34,E14,1
12817,2018,Malinta,male,35-39,E14,0
12818,2018,Malinta,female,35-39,E14,0
12819,2018,Malinta,male,40-44,E14,0
12820,2018,Malinta,female,40-44,E14,1
12821,2018,Malinta,male,45-49,E14,4
12822,2018,Malinta,female,45-49,E14,0
12823,2018,Malinta,male,50-54,E14,4
12824,2018,Malinta,female,50-54,E14,1
12825,2018,Malinta,male,55-59,E14,3
12826,2018,Malinta,female,55-59,E14,2
12827,2018,Malinta,male,60-64,E14,3
12828,2018,Malinta,female,60-64,E14,4
12829,2018,Malinta,male,65-69,E14,0
12830,2018,Malinta,female,65-69,E14,6
12831,2018,Malinta,male,70 Above,E14,0
12832,2018,Malinta,female,70 Above,E14,0
12833,2018,Malinta,male,under 1,T78,2
12834,2018,Malinta,female,under 1,T78,6
12835,2018,Malinta,male,1-4,T78,8
12836,2018,Malinta,female,1-4,T78,8
12837,2018,Malinta,male,5-9,T78,7
12838,2018,Malinta,female,5-9,T78,5
12839,2018,Malinta,male,10-14,T78,3
12840,2018,Malinta,female,10-14,T78,5
12841,2018,Malinta,male,15-19,T78,1
12842,2018,Malinta,female,15-19,T78,3
12843,2018,Malinta,male,20-24,T78,0
12844,2018,Malinta,female,20-24,T78,5
12845,2018,Malinta,male,25-29,T78,2
12846,2018,Malinta,female,25-29,T78,3
12847,2018,Malinta,male,30-34,T78,2
12848,2018,Malinta,female,30-34,T78,3
12849,2018,Malinta,male,35-39,T78,1
12850,2018,Malinta,female,35-39,T78,2
12851,2018,Malinta,male,40-44,T78,0
12852,2018,Malinta,female,40-44,T78,2
12853,2018,Malinta,male,45-49,T78,0
12854,2018,Malinta,female,45-49,T78,0
12855,2018,Malinta,male,50-54,T78,1
12856,2018,Malinta,female,50-54,T78,3
12857,2018,Malinta,male,55-59,T78,1
12858,2018,Malinta,female,55-59,T78,1
12859,2018,Malinta,male,60-64,T78,0
12860,2018,Malinta,female,60-64,T78,1
12861,2018,Malinta,male,65-69,T78,2
12862,2018,Malinta,female,65-69,T78,4
12863,2018,Malinta,male,70 Above,T78,0
12864,2018,Malinta,female,70 Above,T78,0
12865,2018,Malinta,male,under 1,L02,1
12866,2018,Malinta,female,under 1,L02,2
12867,2018,Malinta,male,1-4,L02,15
12868,2018,Malinta,female,1-4,L02,9
12869,2018,Malinta,male,5-9,L02,4
12870,2018,Malinta,female,5-9,L02,5
12871,2018,Malinta,male,10-14,L02,7
12872,2018,Malinta,female,10-14,L02,2
12873,2018,Malinta,male,15-19,L02,1
12874,2018,Malinta,female,15-19,L02,3
12875,2018,Malinta,male,20-24,L02,4
12876,2018,Malinta,female,20-24,L02,2
12877,2018,Malinta,male,25-29,L02,1
12878,2018,Malinta,female,25-29,L02,2
12879,2018,Malinta,male,30-34,L02,0
12880,2018,Malinta,female,30-34,L02,2
12881,2018,Malinta,male,35-39,L02,1
12882,2018,Malinta,female,35-39,L02,1
12883,2018,Malinta,male,40-44,L02,3
12884,2018,Malinta,female,40-44,L02,0
12885,2018,Malinta,male,45-49,L02,1
12886,2018,Malinta,female,45-49,L02,2
12887,2018,Malinta,male,50-54,L02,1
12888,2018,Malinta,female,50-54,L02,1
12889,2018,Malinta,male,55-59,L02,0
12890,2018,Malinta,female,55-59,L02,1
12891,2018,Malinta,male,60-64,L02,0
12892,2018,Malinta,female,60-64,L02,0
12893,2018,Malinta,male,65-69,L02,0
12894,2018,Malinta,female,65-69,L02,0
12895,2018,Malinta,male,70 Above,L02,0
12896,2018,Malinta,female,70 Above,L02,0
12897,2018,Malinta,male,under 1,I10,0
12898,2018,Malinta,female,under 1,I10,0
12899,2018,Malinta,male,1-4,I10,0
12900,2018,Malinta,female,1-4,I10,0
12901,2018,Malinta,male,5-9,I10,0
12902,2018,Malinta,female,5-9,I10,0
12903,2018,Malinta,male,10-14,I10,0
12904,2018,Malinta,female,10-14,I10,0
12905,2018,Malinta,male,15-19,I10,0
12906,2018,Malinta,female,15-19,I10,0
12907,2018,Malinta,male,20-24,I10,0
12908,2018,Malinta,female,20-24,I10,0
12909,2018,Malinta,male,25-29,I10,0
12910,2018,Malinta,female,25-29,I10,0
12911,2018,Malinta,male,30-34,I10,4
12912,2018,Malinta,female,30-34,I10,3
12913,2018,Malinta,male,35-39,I10,0
12914,2018,Malinta,female,35-39,I10,1
12915,2018,Malinta,male,40-44,I10,1
12916,2018,Malinta,female,40-44,I10,4
12917,2018,Malinta,male,45-49,I10,1
12918,2018,Malinta,female,45-49,I10,4
12919,2018,Malinta,male,50-54,I10,2
12920,2018,Malinta,female,50-54,I10,6
12921,2018,Malinta,male,55-59,I10,3
12922,2018,Malinta,female,55-59,I10,5
12923,2018,Malinta,male,60-64,I10,3
12924,2018,Malinta,female,60-64,I10,4
12925,2018,Malinta,male,65-69,I10,8
12926,2018,Malinta,female,65-69,I10,12
12927,2018,Malinta,male,70 Above,I10,0
12928,2018,Malinta,female,70 Above,I10,1
12929,2018,Malinta,male,under 1,J03,0
12930,2018,Malinta,female,under 1,J03,0
12931,2018,Malinta,male,1-4,J03,5
12932,2018,Malinta,female,1-4,J03,6
12933,2018,Malinta,male,5-9,J03,7
12934,2018,Malinta,female,5-9,J03,9
12935,2018,Malinta,male,10-14,J03,3
12936,2018,Malinta,female,10-14,J03,5
12937,2018,Malinta,male,15-19,J03,0
12938,2018,Malinta,female,15-19,J03,3
12939,2018,Malinta,male,20-24,J03,2
12940,2018,Malinta,female,20-24,J03,3
12941,2018,Malinta,male,25-29,J03,5
12942,2018,Malinta,female,25-29,J03,1
12943,2018,Malinta,male,30-34,J03,0
12944,2018,Malinta,female,30-34,J03,1
12945,2018,Malinta,male,35-39,J03,3
12946,2018,Malinta,female,35-39,J03,0
12947,2018,Malinta,male,40-44,J03,2
12948,2018,Malinta,female,40-44,J03,2
12949,2018,Malinta,male,45-49,J03,0
12950,2018,Malinta,female,45-49,J03,2
12951,2018,Malinta,male,50-54,J03,0
12952,2018,Malinta,female,50-54,J03,0
12953,2018,Malinta,male,55-59,J03,0
12954,2018,Malinta,female,55-59,J03,1
12955,2018,Malinta,male,60-64,J03,0
12956,2018,Malinta,female,60-64,J03,0
12957,2018,Malinta,male,65-69,J03,1
12958,2018,Malinta,female,65-69,J03,0
12959,2018,Malinta,male,70 Above,J03,0
12960,2018,Malinta,female,70 Above,J03,0
12961,2018,Malinta,male,under 1,M79,0
12962,2018,Malinta,female,under 1,M79,0
12963,2018,Malinta,male,1-4,M79,0
12964,2018,Malinta,female,1-4,M79,0
12965,2018,Malinta,male,5-9,M79,2
12966,2018,Malinta,female,5-9,M79,1
12967,2018,Malinta,male,10-14,M79,0
12968,2018,Malinta,female,10-14,M79,1
12969,2018,Malinta,male,15-19,M79,4
12970,2018,Malinta,female,15-19,M79,0
12971,2018,Malinta,male,20-24,M79,1
12972,2018,Malinta,female,20-24,M79,4
12973,2018,Malinta,male,25-29,M79,1
12974,2018,Malinta,female,25-29,M79,0
12975,2018,Malinta,male,30-34,M79,1
12976,2018,Malinta,female,30-34,M79,5
12977,2018,Malinta,male,35-39,M79,1
12978,2018,Malinta,female,35-39,M79,5
12979,2018,Malinta,male,40-44,M79,1
12980,2018,Malinta,female,40-44,M79,4
12981,2018,Malinta,male,45-49,M79,2
12982,2018,Malinta,female,45-49,M79,6
12983,2018,Malinta,male,50-54,M79,0
12984,2018,Malinta,female,50-54,M79,3
12985,2018,Malinta,male,55-59,M79,0
12986,2018,Malinta,female,55-59,M79,7
12987,2018,Malinta,male,60-64,M79,1
12988,2018,Malinta,female,60-64,M79,2
12989,2018,Malinta,male,65-69,M79,3
12990,2018,Malinta,female,65-69,M79,4
12991,2018,Malinta,male,70 Above,M79,1
12992,2018,Malinta,female,70 Above,M79,1
12993,2018,Malinta,male,under 1,W54,0
12994,2018,Malinta,female,under 1,W54,0
12995,2018,Malinta,male,1-4,W54,2
12996,2018,Malinta,female,1-4,W54,3
12997,2018,Malinta,male,5-9,W54,7
12998,2018,Malinta,female,5-9,W54,4
12999,2018,Malinta,male,10-14,W54,5
13000,2018,Malinta,female,10-14,W54,0
13001,2018,Malinta,male,15-19,W54,2
13002,2018,Malinta,female,15-19,W54,2
13003,2018,Malinta,male,20-24,W54,3
13004,2018,Malinta,female,20-24,W54,1
13005,2018,Malinta,male,25-29,W54,0
13006,2018,Malinta,female,25-29,W54,1
13007,2018,Malinta,male,30-34,W54,4
13008,2018,Malinta,female,30-34,W54,1
13009,2018,Malinta,male,35-39,W54,4
13010,2018,Malinta,female,35-39,W54,1
13011,2018,Malinta,male,40-44,W54,0
13012,2018,Malinta,female,40-44,W54,0
13013,2018,Malinta,male,45-49,W54,2
13014,2018,Malinta,female,45-49,W54,1
13015,2018,Malinta,male,50-54,W54,2
13016,2018,Malinta,female,50-54,W54,1
13017,2018,Malinta,male,55-59,W54,2
13018,2018,Malinta,female,55-59,W54,2
13019,2018,Malinta,male,60-64,W54,1
13020,2018,Malinta,female,60-64,W54,0
13021,2018,Malinta,male,65-69,W54,2
13022,2018,Malinta,female,65-69,W54,1
13023,2018,Malinta,male,70 Above,W54,1
13024,2018,Malinta,female,70 Above,W54,4
13025,2018,Malinta,male,under 1,W55,0
13026,2018,Malinta,female,under 1,W55,0
13027,2018,Malinta,male,1-4,W55,5
13028,2018,Malinta,female,1-4,W55,2
13029,2018,Malinta,male,5-9,W55,4
13030,2018,Malinta,female,5-9,W55,6
13031,2018,Malinta,male,10-14,W55,1
13032,2018,Malinta,female,10-14,W55,4
13033,2018,Malinta,male,15-19,W55,2
13034,2018,Malinta,female,15-19,W55,3
13035,2018,Malinta,male,20-24,W55,3
13036,2018,Malinta,female,20-24,W55,4
13037,2018,Malinta,male,25-29,W55,4
13038,2018,Malinta,female,25-29,W55,1
13039,2018,Malinta,male,30-34,W55,1
13040,2018,Malinta,female,30-34,W55,2
13041,2018,Malinta,male,35-39,W55,1
13042,2018,Malinta,female,35-39,W55,0
13043,2018,Malinta,male,40-44,W55,0
13044,2018,Malinta,female,40-44,W55,0
13045,2018,Malinta,male,45-49,W55,2
13046,2018,Malinta,female,45-49,W55,3
13047,2018,Malinta,male,50-54,W55,1
13048,2018,Malinta,female,50-54,W55,2
13049,2018,Malinta,male,55-59,W55,0
13050,2018,Malinta,female,55-59,W55,1
13051,2018,Malinta,male,60-64,W55,3
13052,2018,Malinta,female,60-64,W55,2
13053,2018,Malinta,male,65-69,W55,0
13054,2018,Malinta,female,65-69,W55,1
13055,2018,Malinta,male,70 Above,W55,0
13056,2018,Malinta,female,70 Above,W55,0
13057,2018,Malinta,male,under 1,H81,0
13058,2018,Malinta,female,under 1,H81,0
13059,2018,Malinta,male,1-4,H81,0
13060,2018,Malinta,female,1-4,H81,0
13061,2018,Malinta,male,5-9,H81,0
13062,2018,Malinta,female,5-9,H81,0
13063,2018,Malinta,male,10-14,H81,0
13064,2018,Malinta,female,10-14,H81,1
13065,2018,Malinta,male,15-19,H81,0
13066,2018,Malinta,female,15-19,H81,2
13067,2018,Malinta,male,20-24,H81,2
13068,2018,Malinta,female,20-24,H81,3
13069,2018,Malinta,male,25-29,H81,3
13070,2018,Malinta,female,25-29,H81,5
13071,2018,Malinta,male,30-34,H81,1
13072,2018,Malinta,female,30-34,H81,4
13073,2018,Malinta,male,35-39,H81,1
13074,2018,Malinta,female,35-39,H81,6
13075,2018,Malinta,male,40-44,H81,1
13076,2018,Malinta,female,40-44,H81,5
13077,2018,Malinta,male,45-49,H81,0
13078,2018,Malinta,female,45-49,H81,2
13079,2018,Malinta,male,50-54,H81,0
13080,2018,Malinta,female,50-54,H81,3
13081,2018,Malinta,male,55-59,H81,0
13082,2018,Malinta,female,55-59,H81,4
13083,2018,Malinta,male,60-64,H81,0
13084,2018,Malinta,female,60-64,H81,2
13085,2018,Malinta,male,65-69,H81,2
13086,2018,Malinta,female,65-69,H81,7
13087,2018,Malinta,male,70 Above,H81,1
13088,2018,Malinta,female,70 Above,H81,2
13089,2018,Malinta,male,under 1,M25,0
13090,2018,Malinta,female,under 1,M25,0
13091,2018,Malinta,male,1-4,M25,0
13092,2018,Malinta,female,1-4,M25,0
13093,2018,Malinta,male,5-9,M25,0
13094,2018,Malinta,female,5-9,M25,0
13095,2018,Malinta,male,10-14,M25,0
13096,2018,Malinta,female,10-14,M25,0
13097,2018,Malinta,male,15-19,M25,0
13098,2018,Malinta,female,15-19,M25,1
13099,2018,Malinta,male,20-24,M25,1
13100,2018,Malinta,female,20-24,M25,0
13101,2018,Malinta,male,25-29,M25,1
13102,2018,Malinta,female,25-29,M25,0
