Sample no,Year,barangay,sex,age,disease,cases
5087,2017,Malinta,male,70 Above,J98,0
5088,2017,Malinta,female,70 Above,J98,0
5089,2017,Malinta,male,under 1,N39,0
5090,2017,Malinta,female,under 1,N39,0
5091,2017,Malinta,male,1-4,N39,1
5092,2017,Malinta,female,1-4,N39,3
5093,2017,Malinta,male,5-9,N39,3
5094,2017,Malinta,female,5-9,N39,1
5095,2017,Malinta,male,10-14,N39,1
5096,2017,Malinta,female,10-14,N39,1
5097,2017,Malinta,male,15-19,N39,0
5098,2017,Malinta,female,15-19,N39,3
5099,2017,Malinta,male,20-24,N39,2
5100,2017,Malinta,female,20-24,N39,1
5101,2017,Malinta,male,25-29,N39,0
5102,2017,Malinta,female,25-29,N39,0
5103,2017,Malinta,male,30-34,N39,0
5104,2017,Malinta,female,30-34,N39,0
5105,2017,Malinta,male,35-39,N39,2
5106,2017,Malinta,female,35-39,N39,1
5107,2017,Malinta,male,40-44,N39,0
5108,2017,Malinta,female,40-44,N39,3
5109,2017,Malinta,male,45-49,N39,1
5110,2017,Malinta,female,45-49,N39,1
5111,2017,Malinta,male,50-54,N39,0
5112,2017,Malinta,female,50-54,N39,0
5113,2017,Malinta,male,55-59,N39,0
5114,2017,Malinta,female,55-59,N39,5
5115,2017,Malinta,male,60-64,N39,0
5116,2017,Malinta,female,60-64,N39,0
5117,2017,Malinta,male,65-69,N39,0
5118,2017,Malinta,female,65-69,N39,1
5119,2017,Malinta,male,70 Above,N39,1
5120,2017,Malinta,female,70 Above,N39,0
5121,2017,Malinta,male,under 1,L01,3
5122,2017,Malinta,female,under 1,L01,4
5123,2017,Malinta,male,1-4,L01,7
5124,2017,Malinta,female,1-4,L01,6
5125,2017,Malinta,male,5-9,L01,5
5126,2017,Malinta,female,5-9,L01,2
5127,2017,Malinta,male,10-14,L01,1
5128,2017,Malinta,female,10-14,L01,0
5129,2017,Malinta,male,15-19,L01,0
5130,2017,Malinta,female,15-19,L01,0
5131,2017,Malinta,male,20-24,L01,0
5132,2017,Malinta,female,20-24,L01,0
5133,2017,Malinta,male,25-29,L01,0
5134,2017,Malinta,female,25-29,L01,0
5135,2017,Malinta,male,30-34,L01,0
5136,2017,Malinta,female,30-34,L01,1
5137,2017,Malinta,male,35-39,L01,0
5138,2017,Malinta,female,35-39,L01,0
5139,2017,Malinta,male,40-44,L01,0
5140,2017,Malinta,female,40-44,L01,0
5141,2017,Malinta,male,45-49,L01,0
5142,2017,Malinta,female,45-49,L01,0
5143,2017,Malinta,male,50-54,L01,0
5144,2017,Malinta,female,50-54,L01,0
5145,2017,Malinta,male,55-59,L01,0
5146,2017,Malinta,female,55-59,L01,0
5147,2017,Malinta,male,60-64,L01,0
5148,2017,Malinta,female,60-64,L01,0
5149,2017,Malinta,male,65-69,L01,0
5150,2017,Malinta,female,65-69,L01,0
5151,2017,Malinta,male,70 Above,L01,0
5152,2017,Malinta,female,70 Above,L01,0
5153,2017,Malinta,male,under 1,K52,1
5154,2017,Malinta,female,under 1,K52,2
5155,2017,Malinta,male,1-4,K52,7
5156,2017,Malinta,female,1-4,K52,7
5157,2017,Malinta,male,5-9,K52,1
5158,2017,Malinta,female,5-9,K52,1
5159,2017,Malinta,male,10-14,K52,2
5160,2017,Malinta,female,10-14,K52,0
5161,2017,Malinta,male,15-19,K52,0
5162,2017,Malinta,female,15-19,K52,1
5163,2017,Malinta,male,20-24,K52,1
5164,2017,Malinta,female,20-24,K52,0
5165,2017,Malinta,male,25-29,K52,0
5166,2017,Malinta,female,25-29,K52,1
5167,2017,Malinta,male,30-34,K52,0
5168,2017,Malinta,female,30-34,K52,0
5169,2017,Malinta,male,35-39,K52,0
5170,2017,Malinta,female,35-39,K52,0
5171,2017,Malinta,male,40-44,K52,1
5172,2017,Malinta,female,40-44,K52,0
5173,2017,Malinta,male,45-49,K52,0
5174,2017,Malinta,female,45-49,K52,0
5175,2017,Malinta,male,50-54,K52,0
5176,2017,Malinta,female,50-54,K52,0
5177,2017,Malinta,male,55-59,K52,0
5178,2017,Malinta,female,55-59,K52,0
5179,2017,Malinta,male,60-64,K52,0
5180,2017,Malinta,female,60-64,K52,0
5181,2017,Malinta,male,65-69,K52,1
5182,2017,Malinta,female,65-69,K52,0
5183,2017,Malinta,male,70 Above,K52,0
5184,2017,Malinta,female,70 Above,K52,0
5185,2017,Mayondon,male,under 1,J06,194
5186,2017,Mayondon,female,under 1,J06,182
5187,2017,Mayondon,male,1-4,J06,709
5188,2017,Mayondon,female,1-4,J06,731
5189,2017,Mayondon,male,5-9,J06,437
5190,2017,Mayondon,female,5-9,J06,422
5191,2017,Mayondon,male,10-14,J06,148
5192,2017,Mayondon,female,10-14,J06,153
5193,2017,Mayondon,male,15-19,J06,60
5194,2017,Mayondon,female,15-19,J06,85
5195,2017,Mayondon,male,20-24,J06,35
5196,2017,Mayondon,female,20-24,J06,100
5197,2017,Mayondon,male,25-29,J06,28
5198,2017,Mayondon,female,25-29,J06,92
5199,2017,Mayondon,male,30-34,J06,29
5200,2017,Mayondon,female,30-34,J06,114
5201,2017,Mayondon,male,35-39,J06,26
5202,2017,Mayondon,female,35-39,J06,73
5203,2017,Mayondon,male,40-44,J06,16
5204,2017,Mayondon,female,40-44,J06,62
5205,2017,Mayondon,male,45-49,J06,18
5206,2017,Mayondon,female,45-49,J06,41
5207,2017,Mayondon,male,50-54,J06,32
5208,2017,Mayondon,female,50-54,J06,64
5209,2017,Mayondon,male,55-59,J06,17
5210,2017,Mayondon,female,55-59,J06,74
5211,2017,Mayondon,male,60-64,J06,9
5212,2017,Mayondon,female,60-64,J06,58
5213,2017,Mayondon,male,65-69,J06,12
5214,2017,Mayondon,female,65-69,J06,50
5215,2017,Mayondon,male,70 Above,J06,28
5216,2017,Mayondon,female,70 Above,J06,75
5217,2017,Mayondon,male,under 1,B34,30
5218,2017,Mayondon,female,under 1,B34,23
5219,2017,Mayondon,male,1-4,B34,97
5220,2017,Mayondon,female,1-4,B34,100
5221,2017,Mayondon,male,5-9,B34,83
5222,2017,Mayondon,female,5-9,B34,53
5223,2017,Mayondon,male,10-14,B34,30
5224,2017,Mayondon,female,10-14,B34,17
5225,2017,Mayondon,male,15-19,B34,7
5226,2017,Mayondon,female,15-19,B34,13
5227,2017,Mayondon,male,20-24,B34,13
5228,2017,Mayondon,female,20-24,B34,13
5229,2017,Mayondon,male,25-29,B34,6
5230,2017,Mayondon,female,25-29,B34,11
5231,2017,Mayondon,male,30-34,B34,5
5232,2017,Mayondon,female,30-34,B34,11
5233,2017,Mayondon,male,35-39,B34,10
5234,2017,Mayondon,female,35-39,B34,9
5235,2017,Mayondon,male,40-44,B34,1
5236,2017,Mayondon,female,40-44,B34,3
5237,2017,Mayondon,male,45-49,B34,3
5238,2017,Mayondon,female,45-49,B34,13
5239,2017,Mayondon,male,50-54,B34,4
5240,2017,Mayondon,female,50-54,B34,4
5241,2017,Mayondon,male,55-59,B34,4
5242,2017,Mayondon,female,55-59,B34,6
5243,2017,Mayondon,male,60-64,B34,2
5244,2017,Mayondon,female,60-64,B34,2
5245,2017,Mayondon,male,65-69,B34,2
5246,2017,Mayondon,female,65-69,B34,0
5247,2017,Mayondon,male,70 Above,B34,0
5248,2017,Mayondon,female,70 Above,B34,2
5249,2017,Mayondon,male,under 1,T79,11
5250,2017,Mayondon,female,under 1,T79,11
5251,2017,Mayondon,male,1-4,T79,85
5252,2017,Mayondon,female,1-4,T79,84
5253,2017,Mayondon,male,5-9,T79,64
5254,2017,Mayondon,female,5-9,T79,56
5255,2017,Mayondon,male,10-14,T79,24
5256,2017,Mayondon,female,10-14,T79,14
5257,2017,Mayondon,male,15-19,T79,9
5258,2017,Mayondon,female,15-19,T79,8
5259,2017,Mayondon,male,20-24,T79,6
5260,2017,Mayondon,female,20-24,T79,8
5261,2017,Mayondon,male,25-29,T79,8
5262,2017,Mayondon,female,25-29,T79,11
5263,2017,Mayondon,male,30-34,T79,2
5264,2017,Mayondon,female,30-34,T79,5
5265,2017,Mayondon,male,35-39,T79,7
5266,2017,Mayondon,female,35-39,T79,6
5267,2017,Mayondon,male,40-44,T79,4
5268,2017,Mayondon,female,40-44,T79,12
5269,2017,Mayondon,male,45-49,T79,9
5270,2017,Mayondon,female,45-49,T79,6
5271,2017,Mayondon,male,50-54,T79,2
5272,2017,Mayondon,female,50-54,T79,13
5273,2017,Mayondon,male,55-59,T79,5
5274,2017,Mayondon,female,55-59,T79,8
5275,2017,Mayondon,male,60-64,T79,2
5276,2017,Mayondon,female,60-64,T79,1
5277,2017,Mayondon,male,65-69,T79,1
5278,2017,Mayondon,female,65-69,T79,2
5279,2017,Mayondon,male,70 Above,T79,3
5280,2017,Mayondon,female,70 Above,T79,5
5281,2017,Mayondon,male,under 1,A09,12
5282,2017,Mayondon,female,under 1,A09,10
5283,2017,Mayondon,male,1-4,A09,72
5284,2017,Mayondon,female,1-4,A09,64
5285,2017,Mayondon,male,5-9,A09,21
5286,2017,Mayondon,female,5-9,A09,36
5287,2017,Mayondon,male,10-14,A09,8
5288,2017,Mayondon,female,10-14,A09,11
5289,2017,Mayondon,male,15-19,A09,6
5290,2017,Mayondon,female,15-19,A09,4
5291,2017,Mayondon,male,20-24,A09,10
5292,2017,Mayondon,female,20-24,A09,6
5293,2017,Mayondon,male,25-29,A09,1
5294,2017,Mayondon,female,25-29,A09,9
5295,2017,Mayondon,male,30-34,A09,2
5296,2017,Mayondon,female,30-34,A09,4
5297,2017,Mayondon,male,35-39,A09,3
5298,2017,Mayondon,female,35-39,A09,5
5299,2017,Mayondon,male,40-44,A09,1
5300,2017,Mayondon,female,40-44,A09,1
5301,2017,Mayondon,male,45-49,A09,1
5302,2017,Mayondon,female,45-49,A09,2
5303,2017,Mayondon,male,50-54,A09,0
5304,2017,Mayondon,female,50-54,A09,0
5305,2017,Mayondon,male,55-59,A09,2
5306,2017,Mayondon,female,55-59,A09,2
5307,2017,Mayondon,male,60-64,A09,0
5308,2017,Mayondon,female,60-64,A09,3
5309,2017,Mayondon,male,65-69,A09,1
5310,2017,Mayondon,female,65-69,A09,0
5311,2017,Mayondon,male,70 Above,A09,1
5312,2017,Mayondon,female,70 Above,A09,0
5313,2017,Mayondon,male,under 1,N39,1
5314,2017,Mayondon,female,under 1,N39,3
5315,2017,Mayondon,male,1-4,N39,30
5316,2017,Mayondon,female,1-4,N39,37
5317,2017,Mayondon,male,5-9,N39,28
5318,2017,Mayondon,female,5-9,N39,36
5319,2017,Mayondon,male,10-14,N39,10
5320,2017,Mayondon,female,10-14,N39,6
5321,2017,Mayondon,male,15-19,N39,12
5322,2017,Mayondon,female,15-19,N39,12
5323,2017,Mayondon,male,20-24,N39,10
5324,2017,Mayondon,female,20-24,N39,11
5325,2017,Mayondon,male,25-29,N39,7
5326,2017,Mayondon,female,25-29,N39,10
5327,2017,Mayondon,male,30-34,N39,4
5328,2017,Mayondon,female,30-34,N39,9
5329,2017,Mayondon,male,35-39,N39,2
5330,2017,Mayondon,female,35-39,N39,6
5331,2017,Mayondon,male,40-44,N39,3
5332,2017,Mayondon,female,40-44,N39,5
5333,2017,Mayondon,male,45-49,N39,0
5334,2017,Mayondon,female,45-49,N39,8
5335,2017,Mayondon,male,50-54,N39,4
5336,2017,Mayondon,female,50-54,N39,10
5337,2017,Mayondon,male,55-59,N39,0
5338,2017,Mayondon,female,55-59,N39,3
5339,2017,Mayondon,male,60-64,N39,2
5340,2017,Mayondon,female,60-64,N39,5
5341,2017,Mayondon,male,65-69,N39,1
5342,2017,Mayondon,female,65-69,N39,1
5343,2017,Mayondon,male,70 Above,N39,1
5344,2017,Mayondon,female,70 Above,N39,3
5345,2017,Mayondon,male,under 1,T78,17
5346,2017,Mayondon,female,under 1,T78,17
5347,2017,Mayondon,male,1-4,T78,44
5348,2017,Mayondon,female,1-4,T78,32
5349,2017,Mayondon,male,5-9,T78,16
5350,2017,Mayondon,female,5-9,T78,14
5351,2017,Mayondon,male,10-14,T78,6
5352,2017,Mayondon,female,10-14,T78,8
5353,2017,Mayondon,male,15-19,T78,8
5354,2017,Mayondon,female,15-19,T78,11
5355,2017,Mayondon,male,20-24,T78,2
5356,2017,Mayondon,female,20-24,T78,11
5357,2017,Mayondon,male,25-29,T78,2
5358,2017,Mayondon,female,25-29,T78,5
5359,2017,Mayondon,male,30-34,T78,1
5360,2017,Mayondon,female,30-34,T78,8
5361,2017,Mayondon,male,35-39,T78,3
5362,2017,Mayondon,female,35-39,T78,3
5363,2017,Mayondon,male,40-44,T78,2
5364,2017,Mayondon,female,40-44,T78,11
5365,2017,Mayondon,male,45-49,T78,2
5366,2017,Mayondon,female,45-49,T78,3
5367,2017,Mayondon,male,50-54,T78,4
5368,2017,Mayondon,female,50-54,T78,10
5369,2017,Mayondon,male,55-59,T78,5
5370,2017,Mayondon,female,55-59,T78,2
5371,2017,Mayondon,male,60-64,T78,3
5372,2017,Mayondon,female,60-64,T78,7
5373,2017,Mayondon,male,65-69,T78,2
5374,2017,Mayondon,female,65-69,T78,0
5375,2017,Mayondon,male,70 Above,T78,1
5376,2017,Mayondon,female,70 Above,T78,4
5377,2017,Mayondon,male,under 1,J45,6
5378,2017,Mayondon,female,under 1,J45,2
5379,2017,Mayondon,male,1-4,J45,51
5380,2017,Mayondon,female,1-4,J45,24
5381,2017,Mayondon,male,5-9,J45,17
5382,2017,Mayondon,female,5-9,J45,16
5383,2017,Mayondon,male,10-14,J45,7
5384,2017,Mayondon,female,10-14,J45,9
5385,2017,Mayondon,male,15-19,J45,3
5386,2017,Mayondon,female,15-19,J45,5
5387,2017,Mayondon,male,20-24,J45,1
5388,2017,Mayondon,female,20-24,J45,3
5389,2017,Mayondon,male,25-29,J45,3
5390,2017,Mayondon,female,25-29,J45,8
5391,2017,Mayondon,male,30-34,J45,1
5392,2017,Mayondon,female,30-34,J45,9
5393,2017,Mayondon,male,35-39,J45,1
5394,2017,Mayondon,female,35-39,J45,3
5395,2017,Mayondon,male,40-44,J45,2
5396,2017,Mayondon,female,40-44,J45,3
5397,2017,Mayondon,male,45-49,J45,1
5398,2017,Mayondon,female,45-49,J45,3
5399,2017,Mayondon,male,50-54,J45,3
5400,2017,Mayondon,female,50-54,J45,3
5401,2017,Mayondon,male,55-59,J45,0
5402,2017,Mayondon,female,55-59,J45,5
5403,2017,Mayondon,male,60-64,J45,0
5404,2017,Mayondon,female,60-64,J45,6
5405,2017,Mayondon,male,65-69,J45,3
5406,2017,Mayondon,female,65-69,J45,4
5407,2017,Mayondon,male,70 Above,J45,9
5408,2017,Mayondon,female,70 Above,J45,4
5409,2017,Mayondon,male,under 1,L02,5
5410,2017,Mayondon,female,under 1,L02,9
5411,2017,Mayondon,male,1-4,L02,27
5412,2017,Mayondon,female,1-4,L02,18
5413,2017,Mayondon,male,5-9,L02,13
5414,2017,Mayondon,female,5-9,L02,16
5415,2017,Mayondon,male,10-14,L02,8
5416,2017,Mayondon,female,10-14,L02,8
5417,2017,Mayondon,male,15-19,L02,4
5418,2017,Mayondon,female,15-19,L02,8
5419,2017,Mayondon,male,20-24,L02,14
5420,2017,Mayondon,female,20-24,L02,12
5421,2017,Mayondon,male,25-29,L02,5
5422,2017,Mayondon,female,25-29,L02,10
5423,2017,Mayondon,male,30-34,L02,2
5424,2017,Mayondon,female,30-34,L02,6
5425,2017,Mayondon,male,35-39,L02,0
5426,2017,Mayondon,female,35-39,L02,2
5427,2017,Mayondon,male,40-44,L02,5
5428,2017,Mayondon,female,40-44,L02,2
5429,2017,Mayondon,male,45-49,L02,4
5430,2017,Mayondon,female,45-49,L02,6
5431,2017,Mayondon,male,50-54,L02,2
5432,2017,Mayondon,female,50-54,L02,3
5433,2017,Mayondon,male,55-59,L02,1
5434,2017,Mayondon,female,55-59,L02,2
5435,2017,Mayondon,male,60-64,L02,2
5436,2017,Mayondon,female,60-64,L02,1
5437,2017,Mayondon,male,65-69,L02,2
5438,2017,Mayondon,female,65-69,L02,1
5439,2017,Mayondon,male,70 Above,L02,1
5440,2017,Mayondon,female,70 Above,L02,0
5441,2017,Mayondon,male,under 1,M79,0
5442,2017,Mayondon,female,under 1,M79,0
5443,2017,Mayondon,male,1-4,M79,1
5444,2017,Mayondon,female,1-4,M79,1
5445,2017,Mayondon,male,5-9,M79,3
5446,2017,Mayondon,female,5-9,M79,1
5447,2017,Mayondon,male,10-14,M79,1
5448,2017,Mayondon,female,10-14,M79,3
5449,2017,Mayondon,male,15-19,M79,2
5450,2017,Mayondon,female,15-19,M79,4
5451,2017,Mayondon,male,20-24,M79,5
5452,2017,Mayondon,female,20-24,M79,6
5453,2017,Mayondon,male,25-29,M79,4
5454,2017,Mayondon,female,25-29,M79,5
5455,2017,Mayondon,male,30-34,M79,4
5456,2017,Mayondon,female,30-34,M79,9
5457,2017,Mayondon,male,35-39,M79,5
5458,2017,Mayondon,female,35-39,M79,14
5459,2017,Mayondon,male,40-44,M79,2
5460,2017,Mayondon,female,40-44,M79,11
5461,2017,Mayondon,male,45-49,M79,2
5462,2017,Mayondon,female,45-49,M79,5
5463,2017,Mayondon,male,50-54,M79,5
5464,2017,Mayondon,female,50-54,M79,9
5465,2017,Mayondon,male,55-59,M79,8
5466,2017,Mayondon,female,55-59,M79,16
5467,2017,Mayondon,male,60-64,M79,5
5468,2017,Mayondon,female,60-64,M79,11
5469,2017,Mayondon,male,65-69,M79,3
5470,2017,Mayondon,female,65-69,M79,7
5471,2017,Mayondon,male,70 Above,M79,5
5472,2017,Mayondon,female,70 Above,M79,11
5473,2017,Mayondon,male,under 1,W54,0
5474,2017,Mayondon,female,under 1,W54,0
5475,2017,Mayondon,male,1-4,W54,14
5476,2017,Mayondon,female,1-4,W54,3
5477,2017,Mayondon,male,5-9,W54,14
5478,2017,Mayondon,female,5-9,W54,15
5479,2017,Mayondon,male,10-14,W54,10
5480,2017,Mayondon,female,10-14,W54,6
5481,2017,Mayondon,male,15-19,W54,4
5482,2017,Mayondon,female,15-19,W54,9
5483,2017,Mayondon,male,20-24,W54,9
5484,2017,Mayondon,female,20-24,W54,3
5485,2017,Mayondon,male,25-29,W54,4
5486,2017,Mayondon,female,25-29,W54,2
5487,2017,Mayondon,male,30-34,W54,3
5488,2017,Mayondon,female,30-34,W54,7
5489,2017,Mayondon,male,35-39,W54,4
5490,2017,Mayondon,female,35-39,W54,5
5491,2017,Mayondon,male,40-44,W54,5
5492,2017,Mayondon,female,40-44,W54,3
5493,2017,Mayondon,male,45-49,W54,3
5494,2017,Mayondon,female,45-49,W54,4
5495,2017,Mayondon,male,50-54,W54,4
5496,2017,Mayondon,female,50-54,W54,2
5497,2017,Mayondon,male,55-59,W54,0
5498,2017,Mayondon,female,55-59,W54,2
5499,2017,Mayondon,male,60-64,W54,3
5500,2017,Mayondon,female,60-64,W54,6
5501,2017,Mayondon,male,65-69,W54,4
5502,2017,Mayondon,female,65-69,W54,1
5503,2017,Mayondon,male,70 Above,W54,1
5504,2017,Mayondon,female,70 Above,W54,2
5505,2017,Mayondon,male,under 1,J18,13
5506,2017,Mayondon,female,under 1,J18,8
5507,2017,Mayondon,male,1-4,J18,29
5508,2017,Mayondon,female,1-4,J18,32
5509,2017,Mayondon,male,5-9,J18,16
5510,2017,Mayondon,female,5-9,J18,8
5511,2017,Mayondon,male,10-14,J18,4
5512,2017,Mayondon,female,10-14,J18,0
5513,2017,Mayondon,male,15-19,J18,0
5514,2017,Mayondon,female,15-19,J18,0
5515,2017,Mayondon,male,20-24,J18,1
5516,2017,Mayondon,female,20-24,J18,0
5517,2017,Mayondon,male,25-29,J18,1
5518,2017,Mayondon,female,25-29,J18,0
5519,2017,Mayondon,male,30-34,J18,2
5520,2017,Mayondon,female,30-34,J18,1
5521,2017,Mayondon,male,35-39,J18,0
5522,2017,Mayondon,female,35-39,J18,0
5523,2017,Mayondon,male,40-44,J18,0
5524,2017,Mayondon,female,40-44,J18,0
5525,2017,Mayondon,male,45-49,J18,1
5526,2017,Mayondon,female,45-49,J18,0
5527,2017,Mayondon,male,50-54,J18,3
5528,2017,Mayondon,female,50-54,J18,0
5529,2017,Mayondon,male,55-59,J18,0
5530,2017,Mayondon,female,55-59,J18,0
5531,2017,Mayondon,male,60-64,J18,1
5532,2017,Mayondon,female,60-64,J18,1
5533,2017,Mayondon,male,65-69,J18,1
5534,2017,Mayondon,female,65-69,J18,2
5535,2017,Mayondon,male,70 Above,J18,0
5536,2017,Mayondon,female,70 Above,J18,5
5537,2017,Mayondon,male,under 1,I10,0
5538,2017,Mayondon,female,under 1,I10,0
5539,2017,Mayondon,male,1-4,I10,0
5540,2017,Mayondon,female,1-4,I10,0
5541,2017,Mayondon,male,5-9,I10,0
5542,2017,Mayondon,female,5-9,I10,0
5543,2017,Mayondon,male,10-14,I10,1
5544,2017,Mayondon,female,10-14,I10,1
5545,2017,Mayondon,male,15-19,I10,0
5546,2017,Mayondon,female,15-19,I10,0
5547,2017,Mayondon,male,20-24,I10,0
5548,2017,Mayondon,female,20-24,I10,1
5549,2017,Mayondon,male,25-29,I10,0
5550,2017,Mayondon,female,25-29,I10,1
5551,2017,Mayondon,male,30-34,I10,5
5552,2017,Mayondon,female,30-34,I10,2
5553,2017,Mayondon,male,35-39,I10,2
5554,2017,Mayondon,female,35-39,I10,2
5555,2017,Mayondon,male,40-44,I10,1
5556,2017,Mayondon,female,40-44,I10,3
5557,2017,Mayondon,male,45-49,I10,6
5558,2017,Mayondon,female,45-49,I10,13
5559,2017,Mayondon,male,50-54,I10,8
5560,2017,Mayondon,female,50-54,I10,10
5561,2017,Mayondon,male,55-59,I10,6
5562,2017,Mayondon,female,55-59,I10,9
5563,2017,Mayondon,male,60-64,I10,4
5564,2017,Mayondon,female,60-64,I10,9
5565,2017,Mayondon,male,65-69,I10,4
5566,2017,Mayondon,female,65-69,I10,9
5567,2017,Mayondon,male,70 Above,I10,4
5568,2017,Mayondon,female,70 Above,I10,8
5569,2017,Mayondon,male,under 1,T14,0
5570,2017,Mayondon,female,under 1,T14,0
5571,2017,Mayondon,male,1-4,T14,7
5572,2017,Mayondon,female,1-4,T14,14
5573,2017,Mayondon,male,5-9,T14,9
5574,2017,Mayondon,female,5-9,T14,4
5575,2017,Mayondon,male,10-14,T14,2
5576,2017,Mayondon,female,10-14,T14,3
5577,2017,Mayondon,male,15-19,T14,3
5578,2017,Mayondon,female,15-19,T14,0
5579,2017,Mayondon,male,20-24,T14,3
5580,2017,Mayondon,female,20-24,T14,3
5581,2017,Mayondon,male,25-29,T14,3
5582,2017,Mayondon,female,25-29,T14,3
5583,2017,Mayondon,male,30-34,T14,3
5584,2017,Mayondon,female,30-34,T14,2
5585,2017,Mayondon,male,35-39,T14,0
5586,2017,Mayondon,female,35-39,T14,5
5587,2017,Mayondon,male,40-44,T14,1
5588,2017,Mayondon,female,40-44,T14,2
5589,2017,Mayondon,male,45-49,T14,3
5590,2017,Mayondon,female,45-49,T14,1
5591,2017,Mayondon,male,50-54,T14,3
5592,2017,Mayondon,female,50-54,T14,6
5593,2017,Mayondon,male,55-59,T14,0
5594,2017,Mayondon,female,55-59,T14,3
5595,2017,Mayondon,male,60-64,T14,0
5596,2017,Mayondon,female,60-64,T14,1
5597,2017,Mayondon,male,65-69,T14,6
5598,2017,Mayondon,female,65-69,T14,3
5599,2017,Mayondon,male,70 Above,T14,0
5600,2017,Mayondon,female,70 Above,T14,1
5601,2017,Mayondon,male,under 1,J03,0
5602,2017,Mayondon,female,under 1,J03,0
5603,2017,Mayondon,male,1-4,J03,10
5604,2017,Mayondon,female,1-4,J03,7
5605,2017,Mayondon,male,5-9,J03,11
5606,2017,Mayondon,female,5-9,J03,13
5607,2017,Mayondon,male,10-14,J03,9
5608,2017,Mayondon,female,10-14,J03,6
5609,2017,Mayondon,male,15-19,J03,0
5610,2017,Mayondon,female,15-19,J03,4
5611,2017,Mayondon,male,20-24,J03,2
5612,2017,Mayondon,female,20-24,J03,2
5613,2017,Mayondon,male,25-29,J03,4
5614,2017,Mayondon,female,25-29,J03,2
5615,2017,Mayondon,male,30-34,J03,1
5616,2017,Mayondon,female,30-34,J03,2
5617,2017,Mayondon,male,35-39,J03,1
5618,2017,Mayondon,female,35-39,J03,3
5619,2017,Mayondon,male,40-44,J03,0
5620,2017,Mayondon,female,40-44,J03,0
5621,2017,Mayondon,male,45-49,J03,0
5622,2017,Mayondon,female,45-49,J03,2
5623,2017,Mayondon,male,50-54,J03,0
5624,2017,Mayondon,female,50-54,J03,2
5625,2017,Mayondon,male,55-59,J03,1
5626,2017,Mayondon,female,55-59,J03,2
5627,2017,Mayondon,male,60-64,J03,0
5628,2017,Mayondon,female,60-64,J03,2
5629,2017,Mayondon,male,65-69,J03,0
5630,2017,Mayondon,female,65-69,J03,1
5631,2017,Mayondon,male,70 Above,J03,0
5632,2017,Mayondon,female,70 Above,J03,0
5633,2017,Mayondon,male,under 1,G44,0
5634,2017,Mayondon,female,under 1,G44,0
5635,2017,Mayondon,male,1-4,G44,0
5636,2017,Mayondon,female,1-4,G44,1
5637,2017,Mayondon,male,5-9,G44,2
5638,2017,Mayondon,female,5-9,G44,0
5639,2017,Mayondon,male,10-14,G44,3
5640,2017,Mayondon,female,10-14,G44,3
5641,2017,Mayondon,male,15-19,G44,1
5642,2017,Mayondon,female,15-19,G44,2
5643,2017,Mayondon,male,20-24,G44,3
5644,2017,Mayondon,female,20-24,G44,6
5645,2017,Mayondon,male,25-29,G44,1
5646,2017,Mayondon,female,25-29,G44,6
5647,2017,Mayondon,male,30-34,G44,1
5648,2017,Mayondon,female,30-34,G44,9
5649,2017,Mayondon,male,35-39,G44,1
5650,2017,Mayondon,female,35-39,G44,8
5651,2017,Mayondon,male,40-44,G44,0
5652,2017,Mayondon,female,40-44,G44,7
5653,2017,Mayondon,male,45-49,G44,3
5654,2017,Mayondon,female,45-49,G44,2
